PORT_NAME,CNTR_CODE3,LONGITUDE,LATITUDE,Port Name Lower,Main Port Name,Country Code,Latitude,Longitude,_merge,lon diff,lat diff,position diff,Country Code 3
LODINGEN,NOR,16.0,68.416667,lodingen,Lodingen,Norway,68.416667,16.0,both,-5.381608,72.455076,77.836684,NOR
LODOSE,SWE,12.15,58.03333333,lodose,,,,,left_only,-3.8499999999999996,-10.383333670000006,14.233333670000006,
LOGSTOR,DNK,9.248901367,56.96887207,logstor,,,,,left_only,-2.901098633,-1.0644612599999945,3.9655598929999947,
LOHEIYA,YEM,42.6845,15.700634,loheiya,,,,,left_only,33.443216137,-41.26714378,74.710359917,
LOKANDU,COD,25.7881,-2.515466,lokandu,,,,,left_only,-16.8964,-18.2161,35.1125,
LOKOJA,NGA,6.748995778,7.799609192,lokoja,,,,,left_only,-19.039104222,10.315075192,29.354179414,
LOKOLENGE,COD,22.7147,1.197734,lokolenge,,,,,left_only,15.965704222,-6.601875192,22.567579414,
LOKRUM,HRV,18.1258722,42.6216992,lokrum,,,,,left_only,-4.588827800000001,41.423965200000005,46.012793,
LOKSA,EST,25.7192545,59.5821,loksa,Loksa,Estonia,59.583392,25.698938,both,7.593382300000002,16.960400799999995,24.553783099999997,EST
LOLTONG,VUT,168.1453395,-15.55001021,loltong,,,,,left_only,142.44321936,-75.1338991,217.57711846,
LOM,BGR,23.2425,43.83111111,lom,,,,,left_only,-144.9028395,59.381121320000005,204.28396082,
LOMAMI,COD,22.6365,-1.817066,lomami,,,,,left_only,-0.6059999999999981,-45.64817711,46.25417711,
LOMBO MARINE TERMINAL,AGO,12.372265,-6.832599,lombo marine terminal,,,,,left_only,-10.264235000000001,-5.015533,15.279768,
LOME,TGO,1.284248,6.142423,lome,Lome,Togo,6.133333,1.283333,both,-11.088017,12.975022,24.063039,TGO
LOMELA,COD,23.2851,-2.304966,lomela,,,,,left_only,22.000852,-8.447389,30.448240999999996,
LOMOND,CAN,-57.7578,49.452134,lomond,,,,,left_only,-81.0429,51.7571,132.8,
LOMONOSOV,RUS,29.766667,59.916667,lomonosov,Lomonosov,Russia,59.916667,29.766667,both,87.524467,10.464532999999996,97.989,RUS
LON SHUI TERMINAL,CHN,115.683333,20.833333,lon shui terminal,Lon Shui Terminal,China,20.833333,115.683333,both,85.916666,-39.083333999999994,125.0,CHN
LONDON,GBR,-0.083333333,51.5,london,London,United Kingdom,51.5,-0.0833329999999,both,-115.766666333,30.666667,146.433333333,GBR
LONDON MEDWAY,GBR,0.548488694,51.3786897,london medway,,,,,left_only,0.631822027,-0.12131029999999754,0.7531323269999975,
LONDONDERRY,GBR,-7.318682719,54.99855016,londonderry,Londonderry,United Kingdom,55.0,-7.316667,both,-7.8671714129999994,3.619860459999998,11.487031872999998,GBR
LONG BEACH,USA,-118.183333,33.766667,long beach,Long Beach,United States,33.766667,-118.183333,both,-110.86465028100001,-21.231883160000002,132.09653344100002,USA
LONG HARBOUR,CAN,-53.80424028,47.43027778,long harbour,Long Harbour,Canada,47.423624109,-53.826773459,both,64.37909272,13.663610779999999,78.0427035,CAN
LONG POND,CAN,-52.9674,47.534334,long pond,Long Pond,Canada,47.519201164,-52.978413427,both,0.8368402800000041,0.10405622000000392,0.940896500000008,CAN
LONGAN ISLAND,PNG,144.3,-1.216667,longan island,Longan Island,Papua New Guinea,-1.216667,144.3,both,197.26790342,-48.734167,246.00207042,PNG
LONGHOPE,GBR,-3.201254,58.796798,longhope,,,,,left_only,-147.50125400000002,60.013465000000004,207.514719,
LONGKOU,CHN,120.3247,37.64773387,longkou,,,,,left_only,123.52595400000001,-21.14906413,144.67501813,
LONGONI,MYT,45.16271973,-12.72198486,longoni,,,,,left_only,-75.12061327,-50.35531786,125.47593113,
LONGVIEW,USA,-122.8997,46.18253387,longview,Longview,United States,46.133333,-122.933333,both,-168.06241973,58.90451873,226.96693846,USA
LONGYEARBYEN,NOR,15.7,78.2,longyearbyen,Longyearbyen,Svalbard,78.22722222199998,15.633333333,both,138.59969999999998,32.01746613,170.61716613,
LOOP TERMINAL,USA,-90.016667,28.883333,loop terminal,Loop Terminal,United States,28.883333,-90.016667,both,-105.716667,-49.316667,155.033334,USA
LOPAR,HRV,14.73333333,44.83333333,lopar,,,,,left_only,104.75000033,15.950000330000002,120.70000066,
LOPPA,FRO,-6.7721,61.46273387,loppa,,,,,left_only,-21.505433330000002,16.62940054,38.13483387,
LOPUD,HRV,17.93345716,42.68340035,lopud,,,,,left_only,24.705557159999998,-18.77933352,43.48489068,
LORAIN,USA,-82.183333,41.466667,lorain,Lorain,United States,41.466667,-82.183333,both,-100.11679016000001,-1.2167333499999984,101.33352351,USA
LORD HOWE IS,AUS,159.0881,-31.54356613,lord howe is,,,,,left_only,241.271433,-73.01023313,314.28166613,
LORENGAU,PNG,147.3673,-2.046366,lorengau,Lorengau,Papua New Guinea,-2.016667,147.266667,both,-11.720799999999997,29.49720013,41.21800012999999,PNG
LORETO HARBOR,MEX,-111.3368669,26.01472222,loreto harbor,,,,,left_only,-258.7041669,28.06108822,286.76525512,
LORIENT,FRA,-3.363035609,47.73499456,lorient,Lorient,France,47.75,-3.35,both,107.97383129100001,21.720272339999998,129.69410363100002,FRA
LORING,USA,-131.633333,55.6,loring,Loring,United States,55.6,-131.633333,both,-128.27029739099999,7.8650054400000045,136.135302831,USA
LOS ANGELES,USA,-118.25,33.75,los angeles,Los Angeles,United States,33.75,-118.25,both,13.383332999999993,-21.85,35.233332999999995,USA
LOS CRISTIANOS,ESP,-16.71649719,28.05069717,los cristianos,,,,,left_only,101.53350281,-5.699302830000001,107.23280564000001,
LOS ORGANOS,PER,-81.1238,-4.170266,los organos,,,,,left_only,-64.40730281,-32.22096317,96.62826598000001,
LOS VILOS,CHL,-71.5104,-31.908066,los vilos,,,,,left_only,9.613399999999999,-27.7378,37.3512,
LOSAMBO,COD,19.1133,1.091134,losambo,,,,,left_only,90.6237,32.9992,123.6229,
LOSSIEMOUTH,GBR,-3.283333333,57.71666667,lossiemouth,Lossiemouth,United Kingdom,57.716667,-3.283333,both,-22.396633332999997,56.625532670000005,79.022166003,GBR
LOTA,CHL,-73.1617,-37.101766,lota,Lota,Chile,-37.1,-73.15,both,-69.878366667,-94.81843266999999,164.696799337,CHL
LOTEN,SWE,17.58333333,59.41666667,loten,,,,,left_only,90.74503333,96.51843267,187.263466,
LOTUMBE,COD,19.4071,-0.466966,lotumbe,,,,,left_only,1.8237666700000013,-59.88363267,61.707399339999995,
LOUDDEN,SWE,18.14769362,59.33250781,loudden,,,,,left_only,-1.2594063800000015,59.79947381,61.05888019,
LOUISBOURG,CAN,-59.9704,45.929034,louisbourg,Louisbourg,Canada,45.916667,-59.966667,both,-78.11809362,-13.403473810000001,91.52156743,CAN
LOUTRO CHANIA (LOITRO XANION),GRC,24.0780105,35.2001265,loutro chania (loitro xanion),,,,,left_only,84.0446775,-10.716540499999994,94.761218,
LOVIISA,FIN,26.25125051,60.41246265,loviisa,Loviisa,Finland,60.45,26.233333,both,2.173240009999997,25.21233615,27.385576159999996,FIN
LOWA,COD,25.8629,-1.409566,lowa,,,,,left_only,-0.38835050999999865,-61.82202865,62.21037916,
LOWER LAKES TERMINAL,USA,-75.466667,44.733333,lower lakes terminal,Lower Lakes Terminal,Canada,44.733333,-75.466667,both,-101.329567,46.142899,147.472466,CAN
LOWESTOFT,GBR,1.755977821,52.47439897,lowestoft,Lowestoft,United Kingdom,52.483333,1.75,both,77.222644821,7.741065970000001,84.96371079100001,GBR
LUABO,MOZ,36.0923,-18.393566,luabo,,,,,left_only,34.336322179,-70.86796497,105.20428714900001,
LUANDA,AGO,13.25,-8.8,luanda,Luanda,Angola,-8.8,13.25,both,-22.8423,9.593566,32.435866000000004,AGO
LUBA,GNQ,8.483333,3.466667,luba,Luba,Equatorial Guinea,3.5,8.566667,both,-4.766667,12.266667000000002,17.033334000000004,GNQ
LUBEC,USA,-66.983333,44.866667,lubec,Lubec,United States,44.866667,-66.983333,both,-75.466666,41.4,116.86666600000001,USA
LUBECK,DEU,10.73108026,53.88838035,lubeck,Lubeck,Germany,53.883333,10.7,both,77.71441326,9.021713349999999,86.73612661,DEU
LUBECK-TRAVEMUNDE,DEU,10.883333,53.966667,lubeck-travemunde,Lubeck-Travemunde,Germany,53.966667,10.883333,both,0.15225273999999978,0.07828665000000257,0.23053939000000234,DEU
LUCEA,JAM,-78.170772,18.446287,lucea,Lucea,Jamaica,18.45,-78.166667,both,-89.05410499999999,-35.52038,124.574485,JAM
LUCINA,GAB,10.9035,-3.630466132,lucina,,,,,left_only,89.074272,-22.076753132,111.151025132,
LUCINA OIL TERMINAL,GAB,10.75,-3.666667,lucina oil terminal,,,,,left_only,-0.1534999999999993,-0.036200867999999886,0.1897008679999992,
LUCINDA,AUS,146.3307,-18.53026613,lucinda,Lucinda,Australia,-18.516667,146.333333,both,135.5807,-14.86359913,150.44429913000002,AUS
LUDERITZ,NAM,15.1487,-26.64366613,luderitz,,,,,left_only,-131.18200000000002,-8.113399999999999,139.29540000000003,
LUDINGTON,USA,-86.45,43.95,ludington,Ludington,United States,43.95,-86.45,both,-101.60000000000001,70.6,172.2,USA
LUDWIGSHAFEN,DEU,8.448606152,49.46599428,ludwigshafen,,,,,left_only,94.898606152,5.515994279999994,100.41460043199999,
LUEBO,COD,21.4097,-5.330966,luebo,,,,,left_only,12.961093848,-54.79696027999999,67.758054128,
LUFENG TERMINAL,CHN,115.7712603,22.46666667,lufeng terminal,,,,,left_only,94.3615603,27.79763267,122.15919296999999,
LUGANVILLE,VUT,167.166667,-15.516667,luganville,Luganville,Vanuatu,-15.516667,167.166667,both,51.395406699999995,-37.98333367,89.37874037,VUT
LUGNVIK,SWE,17.91912842,62.92010498,lugnvik,,,,,left_only,-149.24753858,78.43677198,227.68431056,
LUKOLELA,COD,17.2021,-1.053966,lukolela,,,,,left_only,-0.7170284199999983,-63.97407098,64.6910994,
LULEA,SWE,22.16666667,65.58333333,lulea,Lulea,Sweden,65.583333,22.166667,both,4.96456667,66.63729933,71.601866,SWE
LULONGA,COD,18.3399,0.620934,lulonga,,,,,left_only,-3.8065141199999992,-64.96188821999999,68.76840234,
LULSDORF,DEU,7.016723633,50.82269287,lulsdorf,,,,,left_only,-11.323176367,50.20175887,61.524935237,
LUMBU,COD,17.439717,-3.245583,lumbu,,,,,left_only,10.422993367000002,-54.068275869999994,64.491269237,
LUMMEN,BEL,5.191952,50.98631,lummen,,,,,left_only,-12.247765000000001,54.231893,66.479658,
LUMUT,MYS,100.6295,4.227433868,lumut,Lumut,Brunei,4.716667,114.45,both,95.43754799999999,-46.758876132000005,142.196424132,
LUNDE,SWE,17.883333,62.883333,lunde,Lunde,Sweden,62.883333,17.883333,both,-82.74616699999999,58.655899132,141.402066132,SWE
LUNDEBORG HAVN,DNK,10.78492344,55.13861111,lundeborg havn,,,,,left_only,-7.09840956,-7.744721890000001,14.843131450000001,
LUNDU,MYS,109.8931,1.702233868,lundu,,,,,left_only,99.10817656,-53.436377242,152.544553802,
LUNENBURG,CAN,-64.315,44.381134,lunenburg,,,,,left_only,-174.2081,42.678900132,216.887000132,
LUSAMBO,COD,23.432633,-4.97662,lusambo,,,,,left_only,87.73263299999999,-49.343286666999994,137.075919667,
LUSANGA,COD,18.7381,-4.836966,lusanga,,,,,left_only,-4.694533,0.13965399999999928,4.834186999999999,
LUSENGO,COD,19.4831,1.767134,lusengo,,,,,left_only,0.745000000000001,6.604100000000001,7.349100000000002,
LUSHUN,CHN,121.25,38.783333,lushun,Lushun,China,38.783333,121.25,both,101.76689999999999,37.016199,138.783099,CHN
LUTONG,MYS,114.0,4.466667,lutong,Lutong,Malaysia,4.466667,114.0,both,-7.25,-34.316666,41.566666,MYS
LUVIA,FIN,21.6387845,61.3647165,luvia,,,,,left_only,-92.3612155,56.8980495,149.259265,
LUWUK,IDN,122.8,-0.95,luwuk,Luwuk,Indonesia,-0.95,122.8,both,101.1612155,-62.3147165,163.475932,IDN
LYALL HARBOR,CAN,-123.2,48.8,lyall harbor,Lyall Harbor,Canada,48.8,-123.2,both,-246.0,49.75,295.75,CAN
LYMINGTON,GBR,-1.531411611,50.75657517,lymington,,,,,left_only,121.668588389,1.9565751700000007,123.62516355900001,
LYNDIANE,SEN,-16.166667,14.166667,lyndiane,Lyndiane,Senegal,14.166667,-16.166667,both,-14.635255389000001,-36.58990817,51.225163559,SEN
LYNESS,GBR,-3.190458482,58.83381748,lyness,Lyness,United Kingdom,58.833333,-3.2,both,12.976208518,44.667150480000004,57.643358998000004,GBR
LYNGDAL,NOR,7.0677585,58.1368075,lyngdal,,,,,left_only,10.258216982,-0.6970099799999971,10.955226961999998,
LYNGOR,NOR,9.1221,58.641934,lyngor,,,,,left_only,2.0543414999999996,0.5051264999999958,2.5594679999999954,
LYNGS ODDE HAVN,DNK,9.758728027,55.51831055,lyngs odde havn,,,,,left_only,0.6366280270000004,-3.1236234499999966,3.760251476999997,
LYNN,USA,-70.95,42.45,lynn,Lynn,United States,42.45,-70.95,both,-80.708728027,-13.06831055,93.77703857700001,USA
LYON,FRA,4.832734595,45.71411305,lyon,,,,,left_only,75.78273459500001,3.264113049999999,79.04684764500001,
LYSAKER,NOR,10.6119,59.901934,lysaker,,,,,left_only,5.7791654050000005,14.187820949999995,19.966986354999996,
LYSEKIL,SWE,11.44867037,58.27431552,lysekil,Lysekil,Sweden,58.271388889,11.444166667,both,0.83677037,-1.6276184799999953,2.4643888499999953,SWE
LYTTELTON,NZL,172.7173,-43.603866,lyttelton,,,,,left_only,161.26862963,-101.87818152,263.14681114999996,
M BAO OIL TERMINAL,SEN,-17.4,14.716667,m bao oil terminal,M Bao Oil Terminal,Senegal,14.716667,-17.4,both,-190.1173,58.320533,248.437833,SEN
M'BYA OIL TERMINAL,GAB,10.93333333,-3.883333333,m'bya oil terminal,M'bya Oil Terminal,Gabon,-3.883333,10.933333,both,28.33333333,-18.600000333,46.933333663,GAB
MAANINKA,FIN,27.302623,63.157106,maaninka,,,,,left_only,16.375923,67.038672132,83.414595132,
MAARSSEN,NLD,5.054077148,52.1282959,maarssen,,,,,left_only,-22.248545852,-11.028810100000001,33.277355952,
MAASBRACHT,NLD,5.887742415,51.14843573,maasbracht,,,,,left_only,0.8336652669999998,-0.9798601699999949,1.8135254369999947,
MAASIN,PHL,124.833333,10.133333,maasin,Maasin,Philippines,10.133333,124.833333,both,118.94559058499999,-41.01510273,159.960693315,PHL
MAASSLUIS,NLD,4.253295898,51.91333008,maassluis,Maassluis,Netherlands,51.916667,4.25,both,-120.58003710199999,41.77999708,162.360034182,NLD
MAASTRICHT,NLD,5.694885254,50.85107422,maastricht,,,,,left_only,1.4415893559999997,-1.0622558600000005,2.503845216,
MABENGA,COD,18.6241,-3.601366,mabenga,,,,,left_only,12.929214746,-54.45244022,67.381654966,
MABUNDE,COD,21.2463,1.536334,mabunde,,,,,left_only,2.622200000000003,5.137700000000001,7.759900000000004,
MACABI,CUB,-75.722911,20.905406,macabi,,,,,left_only,-96.969211,19.369072,116.338283,
MACAE,BRA,-41.766667,-22.366667,macae,Macae,Brazil,-22.366667,-41.766667,both,33.956244,-43.272073,77.228317,BRA
MACAPA,BRA,-51.0391,0.028034,macapa,,,,,left_only,-9.272433,22.394701,31.667134,
MACAU,CHN,113.5656738,22.18908691,macau,Macau,Macau,22.183333,113.566667,both,164.6047738,22.16105291,186.76582671,
MACDUFF,GBR,-2.4921235,57.6677135,macduff,Macduff,United Kingdom,57.666667,-2.5,both,-116.0577973,35.47862659,151.53642389,GBR
MACEIO,BRA,-35.7276,-9.673366,maceio,,,,,left_only,-33.235476500000004,-67.34107949999999,100.576556,
MACHIAS,USA,-67.466667,44.716667,machias,Machias,United States,44.716667,-67.466667,both,-31.739067,54.390033,86.1291,USA
MACHILIPATNAM,IND,81.166667,16.15,machilipatnam,Machilipatnam,India,16.15,81.15,both,148.566667,-28.550000000000004,177.116667,IND
MACINA,MLI,-5.364272777,13.95967056,macina,,,,,left_only,-86.530939777,-2.1903294399999993,88.721269217,
MACKAY,AUS,149.1777,-21.14396613,mackay,Mackay,Australia,-21.116667,149.216667,both,154.54197277699998,-35.10363669,189.64560946699999,AUS
MACKINAC ISLAND,USA,-84.616667,45.85,mackinac island,Mackinac Island,United States,45.85,-84.616667,both,-233.8404008,66.95833333,300.79873413,USA
MACKINAW CITY,USA,-84.716667,45.783333,mackinaw city,Mackinaw City,United States,45.783333,-84.716667,both,-0.09999999999999432,-0.06666700000000247,0.1666669999999968,USA
MADANG,PNG,145.8041,-5.216766,madang,Madang,Papua New Guinea,-5.216667,145.816667,both,230.520767,-51.000099,281.520866,PNG
,ITA,9.403,41.208,maddalena,Maddalena,Italy,41.208,9.403,right_only,-136.4011,46.424766,182.82586600000002,ITA
MADISONVILLE,USA,-90.15,30.4,madisonville,Madisonville,United States,30.4,-90.15,both,-99.55300000000001,-10.808,110.36100000000002,USA
MADRE DE DEUS,BRA,-38.633333,-12.75,madre de deus,Madre De Deus,Brazil,-12.75,-38.616667,both,51.516667000000005,-43.15,94.666667,BRA
MAGDALLA,IND,72.75,21.15,magdalla,Magdalla,India,21.15,72.75,both,111.383333,33.9,145.283333,IND
MAGDEBURG,DEU,11.67587558,52.17050507,magdeburg,,,,,left_only,-61.074124420000004,31.02050507,92.09462949,
MAHAGI,COD,31.2461,2.149134,mahagi,,,,,left_only,19.57022442,-50.02137107,69.59159549,
MAHAJANGA,MDG,46.3228694,-15.72721468,mahajanga,Mahajanga,Madagascar,-15.716667,46.3,both,15.076769400000003,-17.87634868,32.95311808,MDG
MAHANORO,MDG,48.8193,-19.91506613,mahanoro,,,,,left_only,2.4964305999999965,-4.18785145,6.684282049999997,
MAHDIA,TUN,11.066667,35.5,mahdia,Mahdia,Tunisia,35.5,11.066667,both,-37.752632999999996,55.41506613,93.16769912999999,TUN
MAHON,ESP,4.265386076,39.89313854,mahon,Mahon,Spain,39.883333,4.266667,both,-6.801280924,4.3931385400000025,11.194419464000003,ESP
MAHONE BAY HARBOR,CAN,-64.3737338,44.44916667,mahone bay harbor,,,,,left_only,-68.639119876,4.556028129999994,73.19514800599998,
MAHUKONA,USA,-155.9,20.183333,mahukona,Mahukona,United States,20.183333,-155.9,both,-91.52626620000001,-24.265833669999996,115.79209987,USA
MAILIAO,CHN,120.166667,23.783333,mailiao,Mailiao,Taiwan,23.783333,120.166667,both,276.066667,3.599999999999998,279.666667,
MAIN BROOK,SUR,-56.0766,5.160233868,main brook,,,,,left_only,-176.243267,-18.623099132,194.866366132,
MAIN BROOK HARBOR,CAN,-56.00830389,51.18166667,main brook harbor,,,,,left_only,0.06829610999999858,46.021432802,46.089728912,
MAINTIRANO,MDG,44.0143,-18.05936613,maintirano,Maintirano,Madagascar,-18.066667,44.016667,both,100.02260389,-69.2410328,169.26363669,MDG
MAINZ,DEU,8.236549197,50.02361971,mainz,,,,,left_only,-35.777750802999996,68.08298583999999,103.860736643,
MAIZURU,JPN,135.310035,35.453828,maizuru,,,,,left_only,127.073485803,-14.569791709999997,141.643277513,
MAJURO,MHL,171.376502,7.086383,majuro,,,,,left_only,36.04316899999998,-28.430284,64.47345299999998,
MAKANZA,COD,19.1453,1.569234,makanza,,,,,left_only,-152.238033,-5.514099,157.752132,
MAKARSKA,HRV,17.02022751,43.28626798,makarska,,,,,left_only,-2.1250724899999973,41.71703398,43.84210646999999,
MAKASSAR,IDN,119.3993575,-5.129780643,makassar,,,,,left_only,102.37912999,-48.416048622999995,150.795178613,
MAKAYABO,COD,20.9303,-4.622466,makayabo,,,,,left_only,-98.46905749999999,0.507314643,98.97637214299999,
MAKELELE,COD,29.040218,-1.753702,makelele,,,,,left_only,8.109918,2.868764,10.978682000000001,
MAKOKO,COD,20.1921,-0.871966,makoko,,,,,left_only,-8.848118,0.8817360000000001,9.729854,
MAKURAZAKI,JPN,130.292401,31.261586,makurazaki,,,,,left_only,110.10030100000002,32.133552,142.233853,
MAKUSHIN,USA,-166.983333,53.766667,makushin,Makushin,United States,53.766667,-166.983333,both,-297.2716133,22.501666999999998,319.7732803,USA
MALABO,GNQ,8.783333,3.75,malabo,Malabo,Equatorial Guinea,3.75,8.783333,both,175.766666,-50.016667,225.78333299999997,GNQ
MALACCA,MYS,102.2529,2.192733868,malacca,,,,,left_only,93.469567,-1.557266132,95.026833132,
MALACCA PORT,MYS,102.1233804,2.248888889,malacca port,,,,,left_only,-0.12951959999999474,0.056155020999999916,0.18567462099999466,
MALAGA,ESP,-4.423344488,36.71015241,malaga,Malaga,Spain,36.716667,-4.416667,both,-106.546724888,34.461263521,141.007988409,ESP
MALAHAYATI,IDN,95.525931,5.596666,malahayati,,,,,left_only,99.949275488,-31.11348641,131.062761898,
MALAI,FJI,179.366667,-16.35,malai,Malai,Fiji,-16.35,179.366667,both,83.840736,-21.946666,105.78740200000001,FJI
MALAKAL,SSD,31.650812,9.52648,malakal,,,,,left_only,-147.715855,25.87648,173.592335,
MALAKAL HARBOR,PLW,134.45,7.333333,malakal harbor,Malakal Harbor,Palau,7.333333,134.45,both,102.79918799999999,-2.1931469999999997,104.99233499999998,PLW
MALANGA,COD,18.5719,1.737634,malanga,,,,,left_only,-115.87809999999999,-5.595699,121.47379899999999,
MALATAPAY,PHL,123.213869,9.1218,malatapay,,,,,left_only,104.641969,7.3841660000000005,112.02613500000001,
MALAU,FJI,179.3695,-16.43276613,malau,,,,,left_only,56.155630999999985,-25.55456613,81.71019712999998,
MALDON,GBR,0.683333333,51.73333333,maldon,,,,,left_only,-178.68616666699998,68.16609946,246.85226612699998,
MALDONADO,URY,-54.921,-34.961766,maldonado,,,,,left_only,-55.604333333,-86.69509933,142.299432663,
MALE,MDV,73.5,4.166667,male,Male,Maldives,4.166667,73.5,both,128.421,39.128433,167.549433,MDV
MALEKE,COD,18.8451,-3.184066,maleke,,,,,left_only,-54.6549,-7.350733,62.005632999999996,
MALELA,COD,16.197417,-3.177323,malela,,,,,left_only,-2.647682999999997,0.0067430000000001655,2.6544259999999973,
MALEMBA-N'KULU,COD,26.796529,-8.053536,malemba-n'kulu,,,,,left_only,10.599111999999998,-4.876213,15.475324999999998,
MALEMBE,COD,20.6371,-4.41372,malembe,,,,,left_only,-6.159428999999999,3.6398159999999997,9.799244999999999,
MALI LOSINJ - PASSENGER PORT,HRV,14.46110681,44.54331747,mali losinj - passenger port,,,,,left_only,-6.17599319,48.957037469999996,55.133030659999996,
MALILI,IDN,120.9815,-2.65366613,malili,,,,,left_only,106.52039319,-47.196983599999996,153.71737679,
MALINDI,KEN,40.12566,-3.215953,malindi,Malindi,Kenya,-3.216667,40.133333,both,-80.85584,-0.5622868699999999,81.41812687,KEN
MALINGU,COD,16.584923,-5.877619,malingu,,,,,left_only,-23.540737000000004,-2.6616660000000003,26.202403000000004,
MALINSKA,HRV,14.52667236,45.12628174,malinska,,,,,left_only,-2.0582506400000007,51.003900740000006,53.06215138,
MALLAIG,GBR,-5.8249535,57.002571,mallaig,Mallaig,United Kingdom,57.0,-5.816667,both,-20.35162586,11.87628926,32.22791512,GBR
MALLOCO BAY,SLB,156.601399,-7.570678,malloco bay,,,,,left_only,162.42635249999998,-64.573249,226.99960149999998,
MALM,NOR,11.233333,64.066667,malm,Malm,Norway,64.067222222,11.2275,both,-145.368066,71.637345,217.00541099999998,NOR
MALMO,SWE,13.01227059,55.62329175,malmo,Malmo,Sweden,55.623333333,12.984722222,both,1.77893759,-8.443375249999995,10.222312839999995,SWE
MALONG MARINE TERMINAL,MYS,104.816667,4.633333,malong marine terminal,Malong Marine Terminal,Malaysia,4.633333,104.816667,both,91.80439641,-50.98995875,142.79435516,MYS
MALONGO,AGO,12.193959,-5.396056,malongo,,,,,left_only,-92.62270799999999,-10.029389,102.65209699999998,
MALONGO OIL TERMINAL,AGO,12.083333,-5.433333,malongo oil terminal,Malongo Oil Terminal,Angola,-5.433333,12.083333,both,-0.11062599999999989,-0.03727700000000045,0.14790300000000034,AGO
MALOY,NOR,5.116667,61.933333,maloy,Maloy,Norway,61.933333,5.116667,both,-6.966666,67.366666,74.333332,NOR
MALPE,IND,74.6949,13.34653387,malpe,,,,,left_only,69.57823300000001,-48.586799129999996,118.16503213000001,
MALTA (VALETTA),MLT,14.50017989,35.88577563,malta (valetta),,,,,left_only,-60.194720110000006,22.539241759999996,82.73396187,
MALTA FREEPORT,MLT,14.54128386,35.82611111,malta freeport,,,,,left_only,0.04110396999999999,-0.05966451999999833,0.10076848999999832,
MALTEPE,TUR,29.1603,40.90733387,maltepe,,,,,left_only,14.61901614,5.081222760000003,19.700238900000002,
MALUKU,COD,15.553291,-4.055484,maluku,,,,,left_only,-13.607009,-44.96281787,58.56982687,
MAMONAL,COL,-75.509769,10.326624,mamonal,Mamonal,Colombia,10.316667,-75.516667,both,-91.06306000000001,14.382108,105.44516800000001,COL
MAMPOKO,COD,18.6943,0.869734,mampoko,,,,,left_only,94.204069,-9.456890000000001,103.660959,
MAMUJU,IDN,118.8815,-2.680566132,mamuju,,,,,left_only,100.1872,-3.5503001320000003,103.73750013200001,
MANADO,IDN,124.833333,1.5,manado,Manado,Indonesia,1.5,124.833333,both,5.9518329999999935,4.180566132,10.132399131999993,IDN
MANAKAMPAHINY,MDG,48.98340186,-19.26647251,manakampahiny,,,,,left_only,-75.84993114,-20.76647251,96.61640365,
MANAKARA,MDG,48.02051331,-22.14144467,manakara,Manakara,Madagascar,-22.116667,48.05,both,-0.9628885500000024,-2.8749721599999987,3.837860710000001,MDG
MANANARA,MDG,49.7682531,-16.1605634,mananara,,,,,left_only,1.7477397900000042,5.980881269999998,7.728621060000002,
MANANGAREZA,MDG,49.39378021,-18.16979081,manangareza,,,,,left_only,-0.37447288999999984,-2.0092274099999976,2.3837002999999974,
MANANJARY,MDG,48.34596917,-21.24204613,mananjary,Mananjary,Madagascar,-21.25,48.333333,both,-1.0478110400000062,-3.07225532,4.120066360000006,MDG
MANATI,CUB,-76.825709,21.358527,manati,Manati,Cuba,21.366667,-76.81666699999998,both,-125.17167817,42.60057313,167.7722513,CUB
MANAUS,BRA,-60.0193,-3.132466,manaus,Manaus,Brazil,-3.133333,-60.016667,both,16.806409000000002,-24.490993,41.297402000000005,BRA
MANCHESTER,GBR,-2.293847147,53.47133552,manchester,Manchester,United Kingdom,53.483333,-2.266667,both,57.725452853,56.60380152,114.329254373,GBR
MANDAL,NOR,7.466667,58.016667,mandal,Mandal,Norway,58.016667,7.466667,both,9.760514147,4.5453314800000015,14.305845627000002,NOR
MANDVI,IND,69.35,22.833333,mandvi,Mandvi,India,22.833333,69.35,both,61.88333299999999,-35.183334,97.066667,IND
MANFREDONIA,ITA,15.91452808,41.62589285,manfredonia,Manfredonia,Italy,41.616667,15.916667,both,-53.43547192,18.79255985,72.22803177,ITA
MANGAGOY,PHL,126.316667,8.233333,mangagoy,Mangagoy,Philippines,8.233333,126.316667,both,110.40213892,-33.39255985,143.79469877,PHL
MANGAI,COD,19.583633,-4.045862,mangai,,,,,left_only,-106.733034,-12.279195,119.012229,
MANGALIA,ROU,28.57826008,43.79907567,mangalia,Mangalia,Romania,43.816667,28.583333,both,8.99462708,47.84493767,56.83956475,ROU
MANGALORE,IND,74.8427,12.84253387,mangalore,,,,,left_only,46.264439919999994,-30.9565418,77.22098172,
MANGGAR,IDN,108.2893091,-2.851962252,manggar,,,,,left_only,33.4466091,-15.694496122,49.14110522200001,
MANGKASA OIL TERMINAL,IDN,121.066667,-2.733333,mangkasa oil terminal,Mangkasa Oil Terminal,Indonesia,-2.733333,121.066667,both,12.777357899999998,0.11862925199999985,12.895987151999998,IDN
MANGROL,IND,70.1075,21.102434,mangrol,,,,,left_only,-50.959166999999994,23.835766999999997,74.79493399999998,
